vacancy_id,labels,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p14,p15,p16,p17,p18,p19,p20,p21
20001586,20,3.1059254324606154e-06,0.0009789146934687989,8.247972458638367e-05,0.00038036665360459285,0.00020326319720335282,1.4870367195601462e-05,0.004135532567570882,0.0017115018055972285,1.9754462260983317e-05,3.370488536814317e-05,0.4059431194274463,4.935848329689865e-05,9.922163859219664e-05,0.0014312059803660644,4.701895261649044e-06,0.002077851689387941,1.5783887150360286e-06,5.087782773614745e-05,0.2791161808075069,0.0004661037322255247
20001746,17,7.113127965160156e-06,0.0013545215865134114,1.3502897177895307e-05,0.0025811457429893198,0.017007841859612332,0.01971434032585265,2.034874168109028e-05,0.0001641251971836736,0.0001779169708135628,0.0005711402808122947,0.00022726273453494927,0.00016362409234822113,0.09512842310972006,2.6595582893538706e-06,3.567902067744027e-07,0.13284641046069606,2.0078892059434008e-05,0.016381485075368313,0.0001753591460562895,0.0051671394975697895
20001909,14,0.002750365129318026,0.003888222213138678,0.0001848403031861913,0.004309810089525121,0.004033938995827781,0.03612177560800663,0.00013485504927823868,0.0010156803322426944,0.00012464430595755997,0.0006119389986592997,4.266625442722114e-05,0.2904042482948416,0.8245921030960998,4.696970642128761e-05,0.0006676520423959382,0.001941129159247264,0.0021926573146726527,0.020646902955108848,0.0008852523888214063,0.00012505797908724596
20002793,"14,10",0.002286296396873943,7.667172912812642e-07,1.9307864177093947e-06,0.0007851968647582597,7.662967698919795e-09,4.449541978137202e-07,9.072881980810545e-05,0.00032813900124248514,2.9927674026088434e-07,0.03911562089477996,6.067095824559727e-07,0.03009249852695485,0.5033546321614311,1.4187566688849906e-06,0.00042033302111695687,4.689226270895493e-06,7.545486063490225e-05,0.00012457194659035788,3.0755167805334023e-07,4.671200494393017e-05
20004542,8,5.222104521265e-06,0.0026194670795354692,0.0003983105441749135,8.225283933201079e-05,0.007130361433654273,0.0016502111751012555,0.07658827890383489,0.9093724456389288,0.0005302814141847046,1.933733165562976e-05,1.1756641662582852e-06,2.1151273900469388e-05,0.0021264454124852025,7.485874505734082e-06,1.0708189453862706e-05,0.00022725406831073693,0.0032581480479096448,0.0002447802544551356,0.00023139718311700742,3.5398074898576696e-05
20005213,10,0.005357205036179246,0.05058618915357522,6.077714753220817e-05,0.01682804181605168,4.0824733694938e-05,2.293082040667496e-06,0.0003864340531106217,5.245262315409592e-05,2.884548660410657e-06,0.9953947062881392,0.0010245077365716568,0.0001776703151877305,4.9399966528386025e-05,0.0008456462927123805,0.0009949452716061207,1.0861944552897473e-06,0.0001236034704865744,7.33391198386043e-05,1.3519515094028102e-05,0.03162972517635013
20005653,5,0.002784644823158323,0.09838819659412401,0.0008619544143483777,0.0007845875886180162,0.054693269114347486,0.005690639356383429,0.0002711001132558263,0.0007184588824442452,2.463211163084155e-05,0.0037883719944131673,0.002702297133878896,2.373102507853643e-06,0.0003972662038802264,0.0002528469694129991,0.00041595836369068745,0.00019944766860193987,0.001469473055105728,0.0008982220353770448,0.0007592103468432258,0.02291041186177205
20006171,17,8.728603354962091e-07,0.0039877895245356895,3.700182220715209e-05,0.0090962797477095,5.418883879613664e-05,0.045801032901440164,0.10206961855341393,0.008768052944130278,3.4548958653248407e-05,8.926537671986465e-06,1.8369510574072675e-05,0.0028292342483238505,0.06847879464616605,3.9216399892744785e-05,3.415581009989576e-07,0.5807057654261036,3.905210166918945e-06,0.0019543643365377995,0.0037228918980830774,0.008108595298001075
20006401,7,1.853668324987112e-05,0.00332460915334651,7.464551105971542e-05,0.0002952989192768783,0.0003196288748086621,0.00586208301225091,0.9930748388977514,0.015426012285320628,3.441399958039715e-05,6.477443923233636e-05,2.483642255363373e-05,1.6135612674304276e-05,0.00020133221856595256,1.0034337052233496e-06,5.266811953179149e-05,0.00032285194119852773,0.0002452030407103927,8.70483913917087e-05,0.0007124184084832438,0.0032354529593725282
20006838,"3,5",1.031460291019795e-05,7.787416931833934e-05,0.9972414019046572,0.00022820737227074962,0.5509927403499176,0.02297320571295109,0.0006173594567723227,4.851064596099397e-05,0.0017914188578478864,1.6957165707242548e-05,0.00011957460765444344,6.490980693403741e-05,0.0008364071800255517,4.950810907855589e-05,9.027780084852679e-05,0.0017074614200097756,0.006434934319037879,0.000692796210202759,7.19469474755325e-06,2.607037683670213e-05
20007146,"12,14",0.0008406417523425322,0.001440982604954182,1.9431677546033626e-05,0.004527450490348685,0.00031507286290751693,0.001466951581395414,0.0034548766297273115,0.044048599986235885,1.0590955849744394e-06,2.2117497761331785e-05,7.261041408102257e-06,0.542238071952755,0.6971485318642201,8.062441250629448e-05,1.4450301918355424e-06,0.5438367081572795,0.00013909666729693265,0.002329855574530882,0.0010511078881690237,0.03962926021043675
20007364,17,0.00020286817695459625,0.008748889767219497,0.0011075644740885745,0.013904639761378564,0.0204283807579048,0.6425905214326385,0.0008306371414442112,0.0017027231615836446,0.00028173828280659907,0.00012015471516494998,0.0006761189958168532,0.0031598901837136444,0.1257927492389198,7.325199900879192e-05,1.924915606352037e-05,0.2687578846113358,0.0010300396562786533,0.026677516488737046,0.0030080502606026076,0.159422137740759
20008651,10,4.587785686490972e-05,0.00011788122482401985,3.0490699522125732e-05,0.0003124773189677061,0.0010792116541143103,2.739151239534589e-05,0.0002561018428553767,0.00010590736602445486,2.264584019000609e-06,0.7424395299227081,0.0526515043887069,0.03390490448618553,0.012696256809834392,8.31752831348018e-05,5.112146925994219e-05,5.740065052422284e-05,4.7828416805565556e-05,0.00021544707979011542,0.0001867079825208952,0.00027956093004436117
20009804,5,7.515045683544286e-05,0.0036887173607802475,0.05663155984293215,0.0018162713156664075,0.9992175205752636,0.008736934685560286,0.00037952712362369456,0.00753939917856902,0.0054124153972661074,2.017741857660893e-06,0.0021393653451921963,3.0598419327097914e-07,1.293592713549566e-05,0.0002673792690718734,4.8090752190511526e-06,0.00020876887234801082,2.6350058197611957e-06,0.0016064797473582116,5.301105164407456e-07,0.005668586471803468
20009999,19,4.1060759177903366e-05,0.00016475977258507857,0.00010718027094952226,9.097967796052248e-07,0.00012960946610985494,7.7656540042446e-05,3.081309559183477e-08,4.201488231391369e-05,3.0698968266811747e-06,0.003317741251188941,1.4853142810171786e-05,0.0006443557381684528,0.4880138351741348,0.0014360602994774685,0.0013954592637657876,1.2965465390827935e-07,1.832212491845474e-05,0.9918213459794476,1.5275712060716488e-06,0.0012268906603450412
20010256,18,0.00036379936067883645,0.01637719071540162,8.365916762223026e-05,2.343375791724102e-07,0.11857735356062912,0.007682497623287039,0.00010273107066799754,0.00015763256560047715,9.630144543020928e-05,6.590172548269846e-05,0.0034846211175590287,0.0015074290597135492,0.5905978663987453,0.0009008661030848234,0.005677149866893799,0.0009417347486370543,0.8570747687745679,0.1117858358090196,0.00544694176051898,0.05321877668456269
20010828,8,1.8942994612256453e-05,0.0073062383254273566,6.352492354697083e-05,0.003165655070917665,0.00013178544503595984,0.0006578222676287889,0.13085598246798336,0.9881487184336992,0.00013062087866958313,6.5729685384009e-05,3.598120225719735e-05,0.007870355794610172,0.007743790766550181,6.19592418577684e-05,1.6021493561688286e-05,0.040865585160823566,0.0005624809905962856,0.00342510655312038,0.0012656691847292955,0.06558689059560603
20010866,7,0.00023966916765537613,0.0006993767915602338,0.0003145967766279406,0.0006246160038443593,0.003233072486931418,0.017757570832579197,0.9642577643390932,0.0020082845645698773,6.8190648169279415e-06,0.038371268342738456,0.00023984220554002685,9.756745676770698e-06,0.0004238793547345721,0.004983177282271133,0.00044806112690738855,2.356998616607172e-05,0.0026293521724103978,1.2416637543556775e-07,0.005707206818525761,0.02458463271531174
