id,label_true_k122,title,KMeans_artm_k37,KMeans_tfidf_k37,KMeans_w2v_k37,Birch_artm_k122,Birch_w2v_k38,Birch_tfidf_k268,AffinityPropagation_artm_k660,AffinityPropagation_tfidf_k1749,AffinityPropagation_w2v_k469,x,y,z
27550354,4,Программист СУБД MSSQL/MySQL,1,30,20,31,28,1,364,403,78,0.11710879558626908,-0.0030168530779763857,-0.034397254428007076
21979676,4,Ведущий программист Oracle,1,2,20,31,28,1,263,401,78,0.10945736517950495,0.002501721351102785,-0.03245719756070596
24409017,4,Инженер-программист java,11,20,20,27,28,1,157,1198,447,0.11217417865434108,0.001632291303119179,-0.04022882297757473
27569667,4,"Программист СУБД MSSQL, MySQL",1,30,20,31,28,1,263,403,78,0.11924977142098156,-0.002760222889737165,-0.03680515715785793
20356706,4,Инженер-программист (Разработчик баз данных Oracle),0,2,20,31,28,1,591,47,78,0.13848563619907794,0.00034613944144357606,-0.04404632877504664
25252044,4,Разработчик БД / Архитектор программного обеспечения,1,2,20,31,28,1,380,580,78,0.1429932250338234,0.010574602628439855,-0.06408506499307648
25866572,4,Разработчик PL/SQL,1,2,20,31,28,1,263,820,78,0.0936498282030051,-0.0013389216798799922,-0.03513680441686318
20403576,4,Специалист по проектированию/Аналитик,1,30,20,31,28,1,577,1647,365,0.08886917977128332,0.010226523074583436,-0.042727986781663306
20396986,4,Java-разработчик,11,21,20,27,28,1,158,399,78,0.1605993628966148,0.008932631338323366,-0.07293032114935508
25290545,4,Разработчик T-SQL,1,30,20,31,28,1,119,42,78,0.13674671690361045,0.009230689436465593,-0.04829417602558407
25804336,4,Старший разработчик систем,1,30,20,31,28,1,119,1647,78,0.11826342969432072,0.007937782721450161,-0.03978039108295446
27801331,4,Разработчик кросс-платформенных приложений,1,30,20,31,28,1,174,131,78,0.13600078011691275,0.009400347539098816,-0.06675451933432354
24705029,4,Разработчик C#,10,30,20,33,28,1,120,402,78,0.13070254472926335,0.009835955577463749,-0.05447949408816505
27648607,4,Разработчик Oracle,1,2,20,31,28,1,380,1369,78,0.0801108607982778,-0.0009223618534559421,-0.02576362180955212
24038331,4,Программист баз данных (ВебТьютор),0,30,20,18,28,1,257,1647,78,0.10979006654214413,0.0025762440119982462,-0.03145313313969497
20004472,4,Серверный программист,0,30,20,31,28,1,216,439,78,0.11251010797570565,0.010950501052091182,-0.06015617190233125
23909748,4,Oracle-разработчик,1,2,20,31,28,1,380,1369,78,0.11773704677843251,0.016919999873067616,-0.046155534902825375
23955908,4,Ведущий программист Oracle/SQL,1,2,20,31,28,1,121,1129,78,0.12924596419740267,-0.0007373627268441253,-0.028054669215723232
20048458,4,Разработчик .net,10,30,20,33,28,1,223,344,78,0.1207379776289927,0.007450643026793749,-0.04712658156055898
22493468,4,"Консультант направления ""корпоративные хранилища данных""",1,30,20,31,28,1,263,1274,78,0.07709312265359544,0.008620016261779717,-0.029081165446364667
23920205,4,Разработчик,11,30,20,27,28,1,312,1274,78,0.09732287617125956,0.00013658304430249783,-0.019999271718215795
28015880,4,Разработчик C#,10,30,20,33,28,1,120,402,78,0.12941257517153704,0.007100804112640174,-0.05298712170114233
23402302,4,Java-разработчик,11,21,20,27,28,1,158,399,78,0.1555990764543465,0.009198566919518574,-0.07027246634170084
22990220,4,Программист-разработчик,1,30,20,31,28,1,380,1647,78,0.1109732848265485,0.005036673952140304,-0.03374484662884869
23419886,4,QlikView Developer BI,0,30,20,18,28,1,577,729,78,0.11291120806366509,0.010276656628754693,-0.04525026985150152
21843001,4,Разработчик Delphi,1,30,20,31,28,1,119,1535,78,0.1394627238065628,0.004739371288497106,-0.04791980106926716
24962682,4,Архитектор/разработчик единого личного кабинета,1,30,20,31,28,1,380,1129,78,0.14973589674120874,0.016479191095330456,-0.06430856283798256
28069320,4,"Программист СУБД MSSQL, MySQL",1,30,20,31,28,1,364,403,78,0.11922928239758293,-0.002670666600941829,-0.036933949798860805
24602278,4,Инженер-программист,1,30,20,31,28,1,364,53,78,0.11102248146141454,0.004824895407395912,-0.032191614606473296
20510744,4,Программист .net,10,30,20,33,28,1,206,672,78,0.14569741125604807,0.015762056700362053,-0.06310591224088895
25039592,4,PHP-программист,0,3,20,30,28,1,343,672,78,0.11396690080959672,0.004689175575678305,-0.04930418388460223
27463145,4,Разработчик Oracle,1,2,20,31,28,1,174,820,78,0.05591848480937813,0.0016826233328133147,-0.025835054412029917
24543420,4,ABAP-разработчик,19,30,20,22,28,1,65,1228,78,0.08696717739147321,0.00679875031180818,-0.02375728034825957
20551729,4,Программист Delphi/MSSQL,1,30,20,31,28,1,263,1274,78,0.11502391679692918,0.0008448084652969291,-0.0340160350117979
27216726,4,Web-разработчик,10,30,20,33,28,1,223,62,78,0.11010858370296751,0.004416917875547262,-0.041987180752106806
23126482,4,Программист / разработчик банковского ПО,0,30,20,31,28,1,336,1647,78,0.10922366337092297,0.012136154621800049,-0.04979544488130947
21340380,4,Начальник отдела разработки и сопровождения программного обеспечения,0,20,20,18,28,1,157,1198,78,0.17474663260394174,0.0156124930380829,-0.0777526489885473
21417185,4,Java-разработчик,11,21,20,27,28,1,95,422,78,0.14733393416681642,0.012168964257867641,-0.0827930113909121
27193219,4,Разработчик баз данных (MS SQL Server),10,30,20,31,28,1,317,729,78,0.11246121630347865,0.015001764701087954,-0.059842669196564995
21026517,4,Инженер-программист,1,30,20,31,28,1,380,439,78,0.11862262114303837,0.00046366527517409525,-0.039492396449810556
20717671,4,Старший разработчик,1,30,20,31,28,1,119,672,78,0.1218548467498498,0.00797767368055328,-0.05019874276989728
27302832,4,Разработчик Siebel CRM,11,2,20,27,28,1,233,1647,78,0.1018858335672522,0.01123897188439309,-0.039376707584615735
20824403,4,"Программист-разработчик (JAVA, ORACLE DB)",11,21,20,27,28,1,233,422,78,0.1496956885655814,0.010630335966767608,-0.06990426534866387
21909611,4,Программист SQL,1,30,20,31,28,1,411,439,78,0.08983788661951489,0.004697957721083266,-0.03140921992604695
27752817,4,Программист,1,30,24,31,35,1,263,1050,173,0.08105571280352229,0.0020962945947648015,-0.02830666420527691
23666589,4,Программист SAP,19,20,9,18,23,1,7,1600,149,0.09527158536789931,-0.005434332940040169,-0.019905669846331197
20179694,4,Младший программист SQL (Junior),1,2,24,31,28,1,380,131,173,0.12460389714770327,0.009819752347881298,-0.04230601326347743
27659428,4,Программист Directum,1,30,20,31,28,1,119,1633,107,0.10090319521335452,-0.005012795578329003,-0.012598256372338225
22096613,4,Разработчик СУБД Oracle + Delphi,1,2,20,31,28,1,121,1369,107,0.08142912012522441,0.003881117464442036,-0.030168179415782044
27710070,4,Специалист по сопровождению Oracle,1,2,20,31,28,1,263,401,107,0.1196054281636718,2.8715519638558523e-05,-0.03823446921681961
22074971,4,Разработчик T-SQL,1,30,20,31,28,1,380,53,107,0.11785628174359818,0.012855032272226676,-0.043342935473732566
23651357,4,Разработчик Oracle SQL (SQL junior),1,2,20,31,28,1,174,1647,107,0.08147145245816116,0.0032413345059252416,-0.027302932789428858
24472093,4,Программист,1,30,20,31,28,1,174,53,107,0.14894466396266007,0.006831316890207201,-0.06399650073746924
20435753,4,Team leader по разработке ДБО BSS,1,2,20,31,28,1,336,820,107,0.06855615965720928,0.004401533625960365,-0.018646888442608714
23630221,4,Программист Delphi,1,30,20,31,28,1,263,578,107,0.09025950935493257,0.009564871209108036,-0.025729778448559535
25970860,4,Программист MS SQL,1,30,20,31,28,1,635,119,107,0.06571182073639209,0.0012201176189226095,-0.024972552655071468
25769555,4,Программист CRM,0,30,20,18,28,1,412,62,107,0.09805170468513087,-0.005465984315975711,-0.011080068536929555
25720512,4,Разработчик ‎Oracle PL/SQL,1,2,20,31,28,1,263,854,164,0.13694469444396326,0.013410313533666694,-0.06476862677351113
20086904,4,Программист ГИС,0,30,24,31,28,1,30,853,164,0.13907994281138533,0.0021243791186210744,-0.0388200448815313
25545506,4,Инженер-программист T-SQL (г. Екатеринбург),1,30,20,31,28,1,380,1240,164,0.10614947644282549,0.0008768847442108068,-0.036714301763434515
22635882,4,Oracle (PL/SQL) программист,1,2,20,31,28,1,174,579,107,0.1293060676111426,0.005592785290396935,-0.04614543523598752
20157261,4,"Программист Delphi, Oracle",1,2,20,31,28,1,364,581,107,0.12584424358392485,0.0007007369594269168,-0.03547980631987711
20176828,4,Ведущий программист TSQL/Team Lead,0,30,20,31,28,1,413,53,107,0.13008261283726816,0.0070401822534794795,-0.037775803455259827
22231214,4,Ведущий инженер-программист / Разработчик баз данных,1,30,20,31,28,1,173,121,107,0.11395342125581331,0.0016817639733460324,-0.037346579258972695
25238475,4,Инженер-программист (стажер),1,30,20,31,28,1,364,69,149,0.08643820372813925,-0.0016700628282572125,-0.02082259027632394
25220282,4,Инженер-программист,1,30,20,31,28,1,173,69,149,0.09009482946373087,-0.0016387386080026708,-0.023201045888745015
20352164,4,Программист-разработчик Microsoft Dynamics AX (Axapta),1,30,1,42,16,1,238,1438,149,0.08858157124198476,-0.004948797742760161,-0.01432650179926315
23329161,4,Преподаватель SQL,1,30,20,31,28,1,263,119,310,0.03911694614886851,-0.00021345998403030032,-0.011925019261188814
27270509,4,"Программист (MS Access, VBA, MS SQL)",1,30,20,31,28,1,173,1335,310,0.12066990912195602,0.00711859770201566,-0.050111372616764994
27268274,4,"Разработчик Delphi, SQL",1,30,20,31,13,1,364,53,310,0.09065701977777146,0.00030545836590176206,-0.03252657605202451
24911806,4,Программист,1,30,20,31,19,1,121,1373,310,0.08400507236838858,-0.0015802410395636202,-0.02442821517543629
24154590,4,Программист Oracle,1,2,24,31,35,1,392,897,173,0.11463686876560525,0.01184978966261093,-0.017149465605699615
23702297,4,Разработчик MS SQL,1,30,20,31,28,1,380,1334,310,0.12049325564032236,0.004771233878955203,-0.039733004535991524
25213504,4,"Программист Delphi, MSSQL",1,30,20,31,28,1,364,1697,310,0.09716342672065487,0.004153425962447551,-0.034202074574980944
25251618,4,"Программист (БД, MS SQL)",1,30,20,31,28,1,411,1333,310,0.06937743058536212,0.005798953136390031,-0.0296057379401538
27699910,4,Программист/Разработчик MS SQL,1,30,20,31,28,1,119,1335,310,0.12226897888902116,-0.004457952120211808,-0.02710536732568022
22169368,4,Программист,1,30,36,31,16,1,530,1274,306,0.06450143143011666,-0.00037302174060909474,-0.008222877071348814
22318010,4,Ведущий инженер,12,20,36,88,23,1,193,86,306,0.09979412969043466,-0.006355772646777396,-0.009260120453020252
22528005,4,Разработчик,1,2,24,31,35,1,174,1325,306,0.12040082010291765,-0.006546201191423725,-0.0215228250678948
22424027,4,Программист C++,0,30,24,88,36,1,193,1456,306,0.08349273362088643,0.0033082672748315383,-0.027942290904446932
22774875,4,Младший разработчик,1,2,20,31,28,1,121,820,107,0.07500851794818472,0.009456058610236996,-0.029571505762271168
23635654,4,Разработчик-программист Microsoft SQL Server/Embarcadero Delphi,1,30,20,31,28,1,364,1274,107,0.06499951201028369,0.00079842596849618,-0.023496099139218418
24547376,4,Программист/Администратор (T-FlexPDM/CAD),0,30,20,18,23,1,78,70,149,0.07524466826459833,-0.006228354223201797,-0.0006189881299021396
22700248,4,Программист MS SQL,1,30,9,100,18,1,78,70,149,0.11382964234113832,-0.0031162227668481276,-0.013643398526243676
22140705,4,Разработчик C#,1,2,20,31,28,1,119,580,107,0.12132411178003942,0.006976715086588003,-0.04695251885806942
27664151,4,Разработчик Axapta,0,30,36,42,14,1,463,898,173,0.12624907722508424,0.013656510808122586,-0.0315781157235059
23708808,4,Технолог (система Новая Афина),1,2,20,31,28,1,336,1647,107,0.07472291906605744,0.0010943605565339521,-0.018666924223133385
24713045,4,Ведущий программист отдела банковских систем,1,30,20,31,28,1,174,1647,149,0.1338903515771163,-0.004422530710960227,-0.043142108021863766
20615849,4,Разработчик SQL / администратор баз данных,1,30,20,31,28,1,173,1334,107,0.12621182565608985,0.003618133169818546,-0.03720421431400908
25549647,4,Инженер-программист Oracle,1,2,20,31,28,1,174,1129,107,0.12783550614722117,-0.0023878384172118794,-0.03974562651712484
24047600,4,Программист Delphi 7/ T-SQL,1,30,20,31,28,1,364,889,107,0.11070561900744437,-0.0013992614305697293,-0.025195234626505504
24963060,4,Ведущий программист,0,30,20,18,28,1,142,584,107,0.11793223106105148,-0.0012000039617918396,-0.031353462725434
24003315,4,PostgreSQL (PL/PGSQL) программист,1,2,20,31,28,1,174,579,107,0.12060381250535189,0.002652044737133965,-0.04077914242673204
27656420,4,Программист,1,30,20,31,28,1,364,1274,107,0.09454597560945062,0.0018743852502613237,-0.024055630488448814
21948793,4,Разработчик ЦФТ,1,2,20,31,28,1,263,820,107,0.058398009609156254,0.004761673061329732,-0.01489036399692119
21798078,4,Программист Oracle,1,2,20,31,28,1,364,897,107,0.10440135511011875,-0.00028892769006617805,-0.017500495843970586
20738311,4,Программист .net (разработчик в отдел поддержки),0,30,20,43,28,1,230,1225,107,0.1256591478720035,0.0020056445229964847,-0.04134598372097748
23108033,4,Разработчик Oracle,1,2,20,31,28,1,364,1129,107,0.08096178198670527,0.01443643886391912,-0.03331377115897224
24803494,4,MIDDLE разработчик Oracle / .NET,1,2,18,31,28,1,119,820,234,0.0656254783480549,0.012974580568385909,-0.04163337019814124
27779665,4,PL/SQL Developer,1,2,18,31,28,1,121,401,234,0.08463607782118003,0.01355556047629282,-0.04491890206936829
27802211,4,Разработчик баз данных,1,30,20,31,28,1,364,131,234,0.11344371684963335,0.002290062313307535,-0.029946433756315047
22062428,4,Ведущий разработчик Oracle PL/SQL,1,2,20,31,28,1,263,401,234,0.11956642003921744,0.013060820865560072,-0.055995965811817684
23337650,4,Программист Oracle,1,2,20,31,28,1,380,1369,234,0.10116272884003372,0.023318200098756584,-0.04935030709257634
28029811,4,Программист,0,30,24,31,36,1,299,1465,306,0.08631192283637162,-0.0013264145269880048,-0.015551240425529503
22661717,4,Программист,0,30,20,31,28,1,521,1014,107,0.0793209140628883,0.0037318748803100233,-0.030880640986985803
27506764,4,Программист,0,30,24,31,35,1,230,1742,107,0.11278170528148879,0.004602696632904423,-0.03345542406111649
26053236,4,Разработчик СУБД Oracle (PL/SQL),1,2,20,31,28,1,251,583,107,0.09385374415564594,0.004581689832628331,-0.044387419765118175
20538462,4,Разработчик Oracle PL/SQL,1,2,20,31,28,1,263,1369,107,0.08297625533977669,0.00038531791969204397,-0.030835849620258
23281732,4,Программист C#,0,14,26,18,28,1,473,1228,149,0.08469867806790723,-0.006740788542833149,-0.005781299099497723
22691586,4,"Программист Delphi, Oracle PL/SQL",1,2,20,31,28,1,121,581,107,0.10798712617938684,-0.0015402052729495928,-0.039039652547420596
20315803,4,Программист .NET,0,30,20,33,28,1,221,729,107,0.11428404383946474,0.010045695943806289,-0.04987853004843452
20315780,4,Программист .NET,0,30,20,33,28,1,221,729,107,0.11428404383946474,0.010045695943806289,-0.04987853004843452
22158653,4,Руководитель дирекции развития ДБО физических лиц,1,2,20,31,28,1,174,400,107,0.12970617983456229,0.009355646957362709,-0.04976469132843671
25805085,4,Ведущий специалист,1,29,20,42,28,34,119,1517,107,0.0866385588034746,0.0004418229890450642,-0.026122259414069298
23734378,4,Разработчик СУБД Oracle (PL/SQL),1,2,20,31,28,1,251,583,107,0.09669777259560434,0.004506068486612154,-0.04506556914437187
20778511,4,Разработчик (стажер) Oracle Siebel CRM,1,30,20,31,28,1,175,582,107,0.08571919443650822,-0.0008908030805062806,-0.02508394768779706
24940699,4,Разработка и сопровождение IT-систем,0,30,20,31,28,1,175,582,107,0.09561371721550369,-0.003988286323090836,-0.023245797314251665
24660545,4,"Программист-разработчик Delphi, Oracle",1,2,20,31,28,1,364,1633,107,0.11813590092931295,0.006942178420561356,-0.023930402091701657
24790353,4,Программист,1,30,20,31,28,1,380,584,107,0.14910049780108267,0.012356947918721984,-0.05191530582281263
23247330,4,Программист-разработчик Perl,0,30,20,87,28,1,185,1742,107,0.09155840201209574,0.002066861881108111,-0.030567675115692063
24529977,4,Инженер-программист / Разработчик баз данных,1,30,20,31,28,1,173,121,107,0.10688416505583412,0.0019231592464442075,-0.032506880497415847
27453614,4,Программист-разработчик,1,2,20,31,28,1,120,820,107,0.07433020926528182,-0.007013585879839303,-0.00889258765886344
27465709,4,Программист Delphi (Oracle),1,29,20,42,28,34,463,1436,107,0.1265937377389047,0.0074243918104924455,-0.02839456795889243
23496065,4,PL/SQL разработчик,1,2,20,31,28,1,121,1129,107,0.08353648823137079,0.009935414689082349,-0.033491442679378515
26027100,4,"Программист SQL, PL\SQL",1,2,20,31,28,1,173,820,107,0.07794244800236494,0.001772585118751574,-0.019033028646887995
23704971,4,Программист / Разработчик баз данных MS SQL,0,30,20,31,28,1,392,1196,107,0.13602777654657125,0.007125166830328582,-0.05069987441984614
20335512,4,Web-разработчик,3,3,24,30,35,1,375,1716,173,0.07438742116063848,0.004220971036589142,-0.03197880886337367
27825000,4,Программист,1,2,20,31,28,1,121,1014,310,0.06260756685868098,-0.005928749972516975,-0.011290875709683183
22152816,4,Разработчик SQL,1,30,20,31,28,1,364,889,107,0.10542485110041999,0.003715993017658126,-0.04127160755825892
23537617,4,Программист-разработчик,1,30,24,31,28,1,263,53,173,0.12632849072433083,0.00952556435724786,-0.037755789731380024
24194517,4,Разработчик Navision,0,30,24,42,35,1,463,896,173,0.10700527633057681,0.0030696338153549108,-0.019654196300037858
25363518,4,Разработчик Oracle,1,2,20,31,28,1,380,1129,173,0.0979000678192172,0.0066850731202630865,-0.03240654828140559
20206395,4,Программист БД,1,23,10,31,14,1,227,1253,173,0.0950512333905624,0.0017550078323888667,-0.011086518089410424
20641538,4,Разработчик баз данных,1,30,20,31,28,1,173,888,310,0.12785499695251543,0.002177571625898848,-0.04439288937521471
20118782,4,Программист-разработчик,9,30,20,31,28,1,484,1467,310,0.08716787831521397,0.005325878539707919,-0.021689249954812577
21266099,4,"Программист БД, MS SQL",1,30,20,31,28,1,411,1336,310,0.06937743058536212,0.005798953136390031,-0.0296057379401538
25701850,4,Программист SQL,1,30,20,31,28,1,121,1225,310,0.1255183128884841,0.0051952735826660875,-0.04606886659549735
25940171,4,"Программист-разработчик T-SQL, Delphi",1,30,20,31,28,1,121,53,310,0.09207135880767416,0.005493281210914022,-0.030972633879566874
24009539,4,Программист-аналитик VBA Excel,0,30,20,42,28,1,521,62,310,0.10431448087120006,0.006910075522155737,-0.034652415146894544
20202042,4,Junior developer/разработчик vba,0,30,36,18,16,29,105,621,173,0.10166661770292616,0.0062865118966077774,-0.014380703408219179
24397373,4,Программист,0,30,24,18,23,1,643,490,173,0.11521222720553698,0.02106198271756047,-0.025140079770713235
23642220,4,Разработчик Oracle,1,2,20,31,28,1,263,820,310,0.08601498374873429,0.013600751687414545,-0.03394646847691901
22805451,4,Программист,0,30,24,42,35,1,169,1438,173,0.10004550735311664,0.01047390514390601,-0.0372575496691321
21957932,4,Разработчик ERP,0,30,20,18,28,1,119,385,173,0.09091717287208993,0.001934425665386143,-0.027831708424410774
22420764,4,Программист SQL,1,30,20,31,28,1,173,1335,310,0.12060653377326247,0.002910970360058861,-0.04720829872678096
24102003,4,Программист SQL/Oracle,1,30,20,42,19,1,238,1503,310,0.08397081779261706,0.0003967112869653028,-0.032056907018769676
25008146,4,IT аналитик,1,30,20,42,28,1,521,131,310,0.08069961873221676,-0.00111709942312684,-0.01618537869071525
25133545,4,Разработчик БД (SQL),1,30,24,31,35,1,380,53,173,0.11513354345531251,0.004494856637804913,-0.035871665507438484
27428201,4,Программист Oracle/C#,1,2,20,31,28,1,336,820,310,0.07934010319880791,0.006306314673100013,-0.02603513703851992
22578126,4,Разработчик,0,30,20,18,28,1,591,1456,173,0.09654552649083367,0.006515374084631182,-0.03505737812584589
25981474,4,Разработчик Oracle,1,2,24,31,35,1,263,820,173,0.08909954414759802,0.003285250567858878,-0.02375058590727863
22862732,4,Ведущий специалист направления проектирования портала обучения (webtutor),0,30,20,18,28,1,277,1629,173,0.08523427626670678,0.010419438539108108,-0.025078499667323173
24850252,5,IOS Developer (SWIFT),35,13,34,34,7,1,172,1349,295,0.10869303688253174,0.01763157551122513,-0.04112483534439802
24500524,5,Android developer,2,14,4,98,19,1,272,1228,251,0.026842770802452547,0.007010901111289991,-0.0197748634088919
22854835,5,Xamarin developer,2,36,22,34,26,1,40,1228,251,0.07401386022004267,0.01752999407488782,-0.05455093528969302
22809286,5,IOS программист,35,36,22,34,26,1,171,1067,251,0.05902608461047898,0.011620182062115994,-0.033902949605551375
23710030,5,IOS разработчик / iOS developer,35,36,22,34,19,1,38,901,251,0.08109334477707403,0.019078235304276235,-0.06251239806941117
23995314,5,IOS разработчик,35,36,0,34,26,1,264,1067,295,0.08220352066966263,0.022826806309425195,-0.0425330073555328
23235614,5,Разработчик iOS\Android,35,36,22,34,19,1,38,1119,250,0.06802638780215813,0.009338022208478864,-0.0520784840614897
23127327,5,IOS разработчик,35,36,22,34,19,1,171,1119,250,0.09232242200031925,0.010150644674006693,-0.05226373692093588
23367695,5,Android-разработчик,2,22,22,34,19,1,272,910,251,0.07186363263868317,0.02378892425716204,-0.05650995500874989
20031269,5,IOS разработчик,0,36,18,34,7,1,400,1295,295,0.1406841730861646,0.03474310797488496,-0.07619660618852299
22326049,5,Android Разработчик,2,22,34,34,7,1,421,1108,295,0.088759566059417,0.02244714658572167,-0.03810954006348987
20516930,5,Программист Android,2,22,22,34,19,1,272,912,251,0.07970608768639742,0.01615070338270012,-0.057886904403225095
25001373,5,IOS разработчик,35,36,22,34,19,1,38,573,251,0.07326700107389528,0.013926704259021127,-0.05200444555617986
28080598,5,Senior iOS developer,35,36,22,34,19,1,172,1067,251,0.08681049459492475,0.015078410679755454,-0.03716651570226221
24014572,5,Android Developer (Middle),2,22,22,34,19,1,271,912,251,0.08839650930414066,0.023662135350548615,-0.06579343745701748
22455626,5,Разработчик мобильных приложений,35,36,22,34,19,1,383,1229,250,0.08846064852265163,0.020273904436724582,-0.07351940710390577
24924554,5,Программист (Mobile Frontend),35,36,4,34,19,1,264,1067,251,0.07451068497253771,0.018733519548829635,-0.06100815222523875
25536203,5,Специалист разработки мобильного ПО,2,22,22,34,19,1,383,1229,250,0.07887481826426028,0.01667317054646717,-0.06160035712541525
20048962,5,Инженер-программист IOS,35,36,22,34,26,1,346,1067,251,0.05319337691034003,0.011289977852096693,-0.03660619246135055
23508658,5,IOS разработчик,35,36,22,34,19,1,38,901,251,0.10108774630069811,0.019813929313233464,-0.07195436356173938
22451917,5,Android разработчик,2,22,22,34,19,1,383,1070,251,0.08232967555394101,0.017062972287122464,-0.06330924241275425
22861533,5,Разработчик мобильных приложений,35,36,22,34,19,1,38,1119,251,0.08276245588967715,0.015444540940862471,-0.05605186190647915
27237487,5,Android разработчик,2,22,34,34,7,1,352,1297,295,0.11050779880218818,0.027008411235143102,-0.051946866871265526
25040700,5,Senior iOS Developer (Swift)(возможно удаленно),35,36,18,34,26,1,172,1067,295,0.12310537610285706,0.02482655556563435,-0.0617638188236975
24877917,5,Android разработчик,2,22,0,34,26,1,271,1108,295,0.09193809405562497,0.024979763252049043,-0.04987316781052572
22368355,5,Android-разработчик,2,22,22,34,19,1,271,1070,96,0.12315787981705976,0.022402583751106753,-0.07476153124627825
22529987,5,Android developer,2,22,22,34,19,1,383,912,250,0.09386910945303552,0.011813026685821567,-0.05756032587089955
24821510,5,Regular / Senior iOS developer,35,36,22,34,19,1,38,573,251,0.08337530517643389,0.016469697108389882,-0.053283736971425105
24464026,5,Android разработчик,2,22,0,34,26,1,417,1070,315,0.07685319583957571,0.02448526516794069,-0.05468780320979661
22062878,5,IOS Разработчик (SWIFT),35,36,22,34,19,1,38,573,251,0.0849498783315243,0.018384168719535937,-0.05833103314142572
22120358,5,Python web-разработчик,0,14,34,18,7,1,196,119,299,0.08268680930501797,0.024560960448077877,-0.04435676030889483
25876259,5,IOS разработчик,35,36,22,34,19,1,38,901,251,0.06540899188090424,0.012417750888035754,-0.05129110801138312
23300621,5,IOS разработчик,35,36,22,34,19,1,38,901,251,0.07779010249520858,0.01624077577773915,-0.06308460125511152
22023515,5,Разработчик (Android),2,22,34,34,7,1,271,1366,322,0.08012001874191736,0.026442047318303553,-0.05152121105796812
25719464,5,IOS разработчик,35,36,34,34,7,1,421,1067,299,0.06291868719470674,0.012436814894759958,-0.02264734436030108
23582266,5,Android разработчик (м. Тимирязевская),2,22,34,34,7,1,271,1070,299,0.07327004176101827,0.020014361440457963,-0.0448307204223146
26017056,5,IOS разработчик,17,36,34,18,7,1,278,1343,299,0.1296623617006618,0.0315931834957506,-0.05553788994161992
25873355,5,React Native Developer,29,4,29,28,11,1,110,975,298,0.08832866142656183,0.030466215792120502,-0.055483790369378144
24704489,5,Android-программист,2,22,34,34,7,1,352,1070,299,0.10006403913072406,0.017636201478557878,-0.043678096672625
20259445,5,Android-Web / iOS+Web разработчик,17,14,0,34,10,1,498,1108,322,0.0874892366335359,0.028398097264883047,-0.05100923994926964
21943231,5,Разработчик Android / Программист Android,2,22,34,34,37,1,352,1070,299,0.08506689175219467,0.020161798747411315,-0.040920861343699266
22604341,5,"Эксперт/разработчик Java, Android",2,22,18,34,35,1,417,115,319,0.11052448515957577,0.025965911917632575,-0.06212660630339979
20104953,5,Middle/Senior Android developer,2,22,34,34,7,1,271,1108,299,0.11276359051456938,0.030224832854350087,-0.05798468353618803
24802043,5,Senior iOS developer,35,36,0,34,26,1,421,1119,315,0.10909450295195733,0.030048332313557337,-0.05862807871746303
24693964,5,"Разработчик Android приложений (Лимассол, Кипр)",2,22,0,34,26,1,374,1108,315,0.10091148288204721,0.02723964678773841,-0.0598654891707132
25832300,5,Ведущий Android-разработчик,2,22,0,34,26,1,111,1108,315,0.09676744187827332,0.024149022567958197,-0.05595508950089167
23533617,5,Android разработчик (Tinkoff.Инвестиции),2,13,0,34,26,1,170,1348,315,0.11792946141442277,0.03527077588382413,-0.08007331842876834
23736457,5,Android разработчик (Xamarin),2,14,0,34,26,1,271,1108,300,0.08430350604818829,0.01709247430767208,-0.0465085614387876
27196143,5,Android-разработчик (г. Томск),2,22,22,34,35,1,271,912,319,0.14448996386787316,0.027011951381919693,-0.07129918464659837
27334089,5,Android Developer,2,22,22,34,19,1,383,912,251,0.0867053650594318,0.02150825462388861,-0.06871076605041984
24942714,5,Разработчик мобильных приложений (ReactNative),2,36,34,34,7,1,352,1067,299,0.11332543005035069,0.026999874465199834,-0.052337328817079094
27160268,5,Python разработчик,0,14,34,18,37,1,196,1014,299,0.10743258219390488,0.023100730741965038,-0.04696520509301422
22057760,5,IOS разработчик,35,36,22,34,19,4,264,901,251,0.11962954263881512,0.01565013486555903,-0.07467904124092069
22096637,5,Backend-разработчик (Symfony),18,14,34,30,7,1,141,49,299,0.0718544754050509,0.02035803756060177,-0.03703633777945034
20071989,5,Разработчик iOS / Android,0,36,18,18,7,1,417,1067,221,0.09512817002522518,0.014303319458469568,-0.0435317841853383
27980962,5,Junior android разработчик,0,22,34,18,7,1,352,1070,299,0.10750005130965189,0.021282544302332913,-0.04238467894906051
27464649,5,Разработчик приложений под Android,17,22,34,18,7,1,222,835,299,0.1098559914831174,0.025532019101047285,-0.050972659110941246
22497966,5,Junior Frontend Developer,29,14,34,28,37,1,285,759,299,0.07366603919804762,0.01847592931250963,-0.039891264283180156
24089457,5,Android-разработчик (Java / Kotlin),17,22,34,18,7,1,417,1070,299,0.09378727504280224,0.015325037624359824,-0.04678673016361971
22319426,5,Java-разработчик,11,21,34,27,7,1,233,1260,299,0.08127235569321276,0.018688176439998448,-0.03727602100339803
24675467,5,IOS (iPhone) Objective-C / Swift разработчик,35,36,34,34,7,1,267,1067,299,0.098163625867832,0.032611254414238636,-0.05334974153677561
24083860,5,Разработчик IOS (middle),35,36,34,34,7,1,421,1067,299,0.09385974327425672,0.023757199948751955,-0.05367133557750989
