id,label_true_k122,title,KMeans_artm_k37,KMeans_tfidf_k37,KMeans_w2v_k37,Birch_artm_k122,Birch_w2v_k38,Birch_tfidf_k268,AffinityPropagation_artm_k660,AffinityPropagation_tfidf_k1749,AffinityPropagation_w2v_k469,x,y,z
22730005,1,Программист 1С,26,33,36,26,16,220,96,1742,73,0.12145542337808853,-0.04634979737373004,0.06800742197326823
23343326,1,Программист 1С,26,33,1,26,16,79,99,1300,66,0.17338848124012257,-0.09699660446171195,0.138798743053255
23038512,1,Инженер-программист,26,8,1,26,18,190,98,300,66,0.13996387383244377,-0.08834568056317882,0.1346242832392589
20747436,1,Ведущий инженер-программист,26,33,1,26,16,18,86,302,66,0.15343962884588572,-0.07027566748267954,0.09421283931237594
24679950,1,Программист 1С,26,26,1,26,18,137,112,287,66,0.17218687110076378,-0.07980618630663687,0.11260635043720518
22154196,1,Программист 1C,26,8,1,26,18,178,102,286,66,0.18128238569748403,-0.0936833976579996,0.12665973742924042
22193246,1,Программист 1C,6,26,1,26,18,137,113,556,66,0.18447833771317815,-0.07018156015409148,0.10150000308942914
23312063,1,Программист 1С 8,26,26,1,26,18,137,103,284,66,0.16047256238693075,-0.08657777820170189,0.12916271080771755
23763676,1,Программист,6,8,1,26,18,220,99,591,66,0.12178942037432314,-0.053187349423829154,0.0700987331276488
23748442,1,1 С программист,6,33,1,26,18,79,99,1100,66,0.1681840426057936,-0.07688841284368052,0.10845796818799996
22663737,1,Программист 1С,6,8,1,26,18,161,98,285,66,0.16569406333660186,-0.06477305999733271,0.07948977215140321
20309730,1,Ведущий специалист Отдела 1С Департамента информационных технологий,26,5,1,26,18,121,87,228,66,0.17544896944086047,-0.09854268352364348,0.1410386903249745
22718746,1,Инженер-программист,6,26,1,26,18,126,112,1511,66,0.17835880247709002,-0.07844192806888647,0.11151386404383028
25367851,1,Ведущий специалист (программист 1 С/разработчик 1С),22,5,1,26,18,121,182,1099,66,0.18862315616382552,-0.12352051724321163,0.17970651510543834
24157696,1,Ведущий программист 1С,6,5,1,26,18,121,520,598,66,0.17949857358414914,-0.09598553134530262,0.13537948624049667
20249549,1,Программист 1С,6,8,1,26,18,177,73,484,66,0.2122981546258951,-0.09620754646886892,0.1436101247444731
25401023,1,Программист 1С,26,5,1,26,18,79,102,1737,66,0.1633872124406217,-0.10029745860274498,0.14638829284656246
20726604,1,Инженер-программист (1С),6,8,1,26,16,225,256,938,66,0.16045165079554624,-0.10122779299880914,0.1547228366044137
23316405,1,Программист 1С,22,5,1,48,18,99,73,288,66,0.15768704452133864,-0.08403671019552787,0.11907088333073906
21910331,1,Программист 1С (8.1-8.3),26,8,1,26,18,191,188,291,66,0.16892349316651267,-0.08619170092605033,0.12660103668065822
24495092,1,Программист 1С,26,8,1,26,18,220,99,224,66,0.22579980319924822,-0.12898070709189535,0.18463000218968575
20530099,1,Программист 1С,26,8,1,26,18,209,87,410,66,0.15515909523697693,-0.08330126851310198,0.11381827474634487
22899934,1,Программист 1С,26,8,1,26,18,227,98,290,66,0.25419724141312205,-0.11779849183100152,0.15708303713821148
23491510,1,Программист 1C,26,8,1,26,18,227,98,290,66,0.25407166079344334,-0.11631587717782407,0.1544701358893016
22912637,1,Программист 1C,6,8,1,26,16,220,247,643,66,0.18502578856510324,-0.05749155068954736,0.08769896237829038
23321853,1,Инженер-программист,26,33,1,26,18,18,107,302,66,0.12348002759457248,-0.06295891943970075,0.08539029033302509
22877096,1,Старший программист 1С,6,8,1,26,18,220,77,331,66,0.15361842054325237,-0.0693044602457298,0.09732813743417212
23264587,1,Программист 1-С,26,26,1,26,18,177,114,625,66,0.17335926893679585,-0.07312055123702428,0.09681857725140129
24796020,1,Программист 1C,26,26,1,26,18,136,103,289,66,0.21814074201646083,-0.11012394920717893,0.15818678799523608
23166842,1,Ведущий программист 1С,22,26,1,26,18,137,124,865,66,0.17532992911643938,-0.0699036168145613,0.09563289358804031
27148640,1,Ведущий программист 1C,26,26,1,26,16,137,81,173,66,0.13559136470979774,-0.05484363834058046,0.0698080739430851
27151290,1,Программист 1С8,26,5,1,26,18,121,99,725,66,0.12926581793372158,-0.07451124551733714,0.10853961034614511
27149385,1,Программист 1C,22,26,1,26,18,95,182,308,66,0.14892274973675487,-0.08430705929172462,0.11635295978026698
21928309,1,Ведущий программист 1C (лидер группы),6,8,1,26,18,161,113,426,66,0.22205034390245848,-0.11298811578734462,0.17417059546675884
22574795,1,Программист 1C,6,26,1,26,18,137,113,284,66,0.13668595395516428,-0.06656162673961852,0.09784607744402916
24135077,1,Программист 1C,26,8,1,26,18,177,101,283,66,0.20804317985773568,-0.11657200000680648,0.16976592050257963
24168702,1,Специалист технической поддержки 1С,22,8,1,26,18,220,82,1465,66,0.16189375020865315,-0.054487565449791,0.06522207490776084
27443946,1,Программист 1 С,26,8,1,26,18,187,81,323,65,0.17896489687482056,-0.10092910245971866,0.14299420889884776
24455536,1,Программист 1С,26,8,9,26,18,220,208,410,65,0.1617370169026229,-0.1036118898275722,0.1468364903233331
24763992,1,Программист 1С,6,33,1,26,18,220,78,727,65,0.11110448045477772,-0.045846061880052524,0.06175067341853087
24212891,1,Программист 1C,26,5,1,26,18,79,73,277,65,0.17179759066451264,-0.08332955790083629,0.11444684303870727
25522683,1,Ведущий программист 1С,6,26,1,26,18,79,82,37,65,0.17479572680030772,-0.05627503660860461,0.07121286947793729
25026119,1,1С Программист,26,8,1,26,18,220,79,375,65,0.15936558231695883,-0.08305206730257958,0.11207410213627111
25954350,1,Программист 1С 8.3 УПП,26,8,9,26,18,187,124,413,65,0.19298577435887948,-0.10033634935354327,0.1369194371663127
25087104,1,Программист 1С,6,8,1,26,18,220,210,426,65,0.17422855170699664,-0.06354762926174362,0.09996705722627264
23836933,1,Программист 1С,6,33,9,26,18,79,107,1509,65,0.15091062997720317,-0.061954194048149086,0.0796977490690007
20137476,1,Программист 1C,6,26,9,26,18,220,97,234,65,0.17565477726741452,-0.059433188742663685,0.08356089021301145
25675625,1,Программист 1С,22,33,9,26,18,220,143,279,65,0.159106948915068,-0.06599877604679583,0.1015374832611138
27930825,1,1-С программист,26,33,1,26,18,220,80,231,65,0.14543980369619056,-0.0486306572664503,0.05132155185193182
25564063,1,Программист 1С на удалённую работу,26,5,1,26,18,79,101,302,65,0.17438284022594164,-0.08958872993451643,0.1220283696057725
25563045,1,Программист 1С,26,26,1,26,18,95,81,278,65,0.18962316016215064,-0.11063535906886485,0.15220935687115697
22439741,1,Программист 1C,26,8,9,26,18,220,96,698,65,0.14483736389726584,-0.0858673713097305,0.12714042209144405
21827568,1,Программист,22,33,1,26,18,187,143,556,65,0.17359687521404688,-0.08381221184512049,0.11891082200228774
21594660,1,Программист 1С,6,33,9,26,18,79,98,271,65,0.17955269857661324,-0.08281280638620976,0.10283511051284033
22027402,1,Программист 1C,6,5,1,26,18,121,520,280,65,0.12983217463381233,-0.07794936116873502,0.10949664055564345
27860595,1,Ведущий программист 1C,22,26,1,26,18,95,182,308,66,0.19149523347608202,-0.09081727450394696,0.13296787067882151
27586068,1,Программист-консультант 1C,26,33,1,26,18,18,98,1031,66,0.1230575024962372,-0.05533619209260646,0.08185882234190005
20415448,1,Программист 1С,26,33,1,26,18,187,26,1303,66,0.1958998868580231,-0.08671982944517981,0.11691009091660358
25114990,1,Программист 1C,26,8,1,26,18,228,140,282,66,0.15915265402977602,-0.08189863423065903,0.11741662378546551
20484755,1,Программист 1С,26,8,1,26,18,187,103,294,66,0.19458892011099452,-0.11932294138878129,0.18096137724340008
23554610,1,Программист 1С (Альфа-Авто),6,33,1,26,16,220,77,605,66,0.1845619722492143,-0.0663456406182544,0.10057440286007333
24401907,1,Программист 1С 8.2,26,33,1,26,18,220,26,1303,66,0.16813885634401834,-0.058580489366136225,0.08036331782750901
24443892,1,Ведущий программист 1С,26,8,1,26,16,220,112,1737,66,0.14016636242340474,-0.07080228797088803,0.0965037591902966
22744083,1,Программист 1C / Разработчик 1С,26,5,1,26,18,121,107,229,66,0.17971959012733413,-0.08613271336898135,0.10708747375430747
24297114,1,Программист 1C,26,5,1,26,18,121,96,293,66,0.21238263860981518,-0.1307480594594927,0.19798544194820744
25242669,1,Программист 1С,26,33,1,26,18,220,145,678,66,0.14073247205682196,-0.07389474277657991,0.11310266127879831
25915544,1,1С программист,22,33,9,26,18,18,88,725,66,0.1048468113841126,-0.04391333862440557,0.05239297967256676
20387095,1,Инженер-программист 1С,26,8,1,26,18,125,104,530,66,0.1876708097658528,-0.12919945000717348,0.1952534978995963
23602415,1,Старший программист 1С,22,33,1,26,18,79,101,281,66,0.1592846354754791,-0.08523454654134165,0.12386805392223814
25909780,1,Программист 1С,6,8,1,26,18,220,97,591,66,0.14652052928622583,-0.061569704402283675,0.08750069597562843
24613761,1,Программист 1C,26,8,1,26,18,178,102,286,66,0.18128238569748403,-0.0936833976579996,0.12665973742924042
22409301,1,Программист 1С,26,8,9,26,18,220,97,410,65,0.16524309478198854,-0.0860176991386771,0.1259548302349385
26144621,1,Программист 1С,22,33,1,26,18,220,73,372,66,0.14762397454829965,-0.0680132826688019,0.08727485885452486
23359114,1,Программист-аналитик 1С,6,8,1,26,18,160,107,292,66,0.18728816954346786,-0.09078914353552556,0.1328291766812311
23790296,1,Программист 1С,26,26,1,26,18,187,103,309,67,0.13856657660763985,-0.09238009826816786,0.13691518158592753
27926975,1,Программист 1С,26,33,1,26,18,79,102,174,67,0.15449318285919084,-0.08835005928960094,0.12836142214687996
20154494,1,Программист 1 С,26,8,1,26,18,187,75,32,67,0.23002510490892158,-0.15655303029594134,0.2271101602297049
23768873,1,Программист 1С,26,8,1,26,18,220,106,426,67,0.1890313613173322,-0.11800563097666447,0.17292358272810637
24201959,1,Программист 1С,26,8,1,26,18,220,102,1341,67,0.10863417772157252,-0.08520584524222485,0.12736101776455688
22241681,1,Инженер-программист 1С 8.3,26,8,1,26,18,220,129,300,67,0.10592154788539268,-0.09505530625927736,0.14991354714906419
22589939,1,Программист 1С,22,8,1,26,18,161,144,983,67,0.18590593467691188,-0.10665869579147143,0.15948552743123245
22228700,1,Программист 1С,26,8,1,26,18,99,208,288,67,0.15438442336357666,-0.09829317114524136,0.14567261881504667
25355342,1,Программист 1С,26,8,1,26,18,232,129,300,67,0.16749259831357735,-0.1553758542189266,0.2428553300888973
25972401,1,Программист 1C,26,26,1,26,16,138,73,1245,67,0.1994311764097677,-0.10306401892108508,0.1561384632621685
24350096,1,Программист 1С,22,26,1,26,18,231,101,299,67,0.19983458460482834,-0.10904090201051408,0.1596699138017591
24350196,1,Программист 1С,22,26,1,26,18,231,101,299,67,0.22001147836881776,-0.11993438316495979,0.17726403658747225
22022624,1,Программист 1С,26,33,1,26,18,210,100,298,67,0.1676616844013371,-0.11141124435747342,0.1638786179789931
25110204,1,Программист 1C,26,26,1,26,18,79,103,264,67,0.14577839457996192,-0.08041327433721694,0.11694597216882496
22630022,1,Ведущий программист 1С,26,33,1,26,18,220,80,173,67,0.16734235739269032,-0.07840029921394807,0.1076912116876906
24407603,1,Программист-разработчик 1С,26,26,1,26,18,138,208,297,67,0.16282881234429852,-0.10349264782763898,0.15292980299179
23808487,1,Программист 1C: Бухгалтерия и ЗУП 8,26,33,1,26,18,79,96,310,67,0.17061317360980585,-0.0832213993988118,0.14138678287245252
24259920,1,Программист 1C,26,8,1,26,18,220,192,165,67,0.15322548176967787,-0.08267120980743117,0.11400992911696645
23320878,1,Программист 1C,26,5,1,26,16,95,104,1233,101,0.22938286493523252,-0.15119077274389314,0.22421307479193636
23051965,1,Ведущий программист 1С,22,8,1,26,18,179,144,304,67,0.21156120178290935,-0.1429133116734082,0.21267304340258564
27306293,1,Программист 1С в отдел сопровождения ПО,26,5,1,26,18,121,98,305,67,0.1993568954395669,-0.13548644512271268,0.2072726672827923
26211430,1,Программист 1С,26,5,1,26,18,121,112,306,67,0.12058661366280445,-0.07424935487883613,0.11154672213589273
24643972,1,Программист 1C 8,26,5,9,26,18,131,139,303,67,0.15267974837329673,-0.11303146602731305,0.17435790444958907
20700310,1,1С-программист,26,33,1,26,18,79,81,302,67,0.12432693829681248,-0.07388679307606455,0.1178476861558793
23808947,1,Программист 1С,26,33,1,26,18,139,75,1022,67,0.13687734897368523,-0.07198823934593135,0.0971322993568478
20708221,1,Программист 1C,26,8,1,26,18,220,102,698,67,0.1549753150163651,-0.08671360497991781,0.12503838167092599
24686363,1,Программист 1С v.8,22,8,1,26,18,161,73,224,67,0.19192048063139489,-0.10207903468826528,0.1517488442525405
23737784,1,Программист 1С (бухгалтерия),26,8,1,26,18,79,103,302,67,0.20968579762409256,-0.12105091970602465,0.18053539693464993
25319247,1,Программист 1C,26,8,1,26,18,161,87,224,67,0.16652645565323812,-0.09821302029720885,0.15410473493730606
24206120,1,Программист 1С,26,8,1,26,18,187,103,413,67,0.2023427052800594,-0.11620330167104324,0.17323849966290134
24206353,1,Программист 1С,26,8,1,26,18,187,102,32,67,0.22699584608279808,-0.14903962702051987,0.2326182535060684
20235282,1,Ведущий инженер-программист 1С,22,8,1,26,18,193,143,301,67,0.2375168669951019,-0.14845649196345326,0.220810946029205
24703913,1,Програмист 1С,26,8,1,26,18,140,208,778,67,0.16834804096194206,-0.103776861491231,0.1516472212768337
27716254,1,Программист 1C,26,5,1,26,18,79,79,372,67,0.18085866978572882,-0.10702739803813478,0.1552640162004077
25872152,1,Программист 1C,26,26,1,26,18,138,208,297,67,0.15751097473017994,-0.09926426575777696,0.14680363144191083
24280534,1,Главный специалист (Сопровождение 1С),26,26,1,26,18,95,106,308,67,0.15062117599949026,-0.09792558321714663,0.15166714709861107
25452019,1,Главный специалист Управления информационных технологий 1:С– 1 единица,6,33,9,26,18,18,78,727,66,0.1093816939038271,-0.03573447270093639,0.04566608288157444
22412880,1,Программист 1C,26,5,1,26,18,121,98,293,66,0.21135318793875887,-0.1262692781654515,0.1887245796610339
23935671,1,Программист 1C (Преображенская площадь),26,8,1,26,18,121,100,938,66,0.18247312782886535,-0.10682312722114043,0.15280585280493217
25505695,1,Ведущий инженер-программист,26,8,1,26,18,187,84,717,66,0.15986819781328326,-0.09663689140325869,0.1343373519770342
27973495,1,Программист 1С,6,26,1,26,18,220,98,234,66,0.1794275753266013,-0.082571887508995,0.12853189519093386
27968822,1,Программист 1C,22,8,1,26,18,177,101,283,66,0.1812323900741571,-0.09924574428258293,0.14649310925834452
24890817,1,Программист 1C,26,33,1,26,18,18,81,1312,66,0.0976189646506592,-0.05029139579543229,0.07525712260825336
22535028,1,ИТ Программист (многопрофильная клиника),26,33,1,26,18,18,156,727,66,0.12084238541529406,-0.048242684150402,0.06868154964026922
22384281,1,Программист 1C,6,5,1,26,18,121,112,280,66,0.10500181489167884,-0.06868752499977535,0.1011647753765144
22980060,1,Программист-аналитик 1С,6,8,1,26,18,160,107,292,66,0.18728816954346786,-0.09078914353552556,0.1328291766812311
26105436,1,Программист 1С,26,8,1,26,18,161,124,698,66,0.1629726402861236,-0.0950439646647734,0.13268033972839036
25015248,1,Инженер-программист 1С,26,8,1,26,16,92,79,700,66,0.2005403476911079,-0.10402802215033535,0.15279725620282528
25020045,1,Ведущий программист 1C,26,33,1,26,16,220,85,1100,66,0.17320363299271058,-0.07592777695182978,0.11813500891919981
24622259,1,Программист 1С,26,5,1,26,18,121,112,665,66,0.19061355645922962,-0.11046260253323137,0.15701295036779073
25666183,1,Программист 1C,26,33,1,26,18,79,77,231,66,0.18030886384421574,-0.08044227421428282,0.11291182012489054
24075174,1,Программист 1С,22,8,1,26,18,220,83,331,66,0.1599099719063705,-0.09060973034787631,0.13157840995815304
24169738,1,Программист 1С,26,8,1,26,18,187,103,294,66,0.19750667850967624,-0.12043456727939306,0.18280914237213283
24564802,1,Программист 1С,26,8,1,26,18,228,140,282,66,0.16563834571474997,-0.08925014860390876,0.12954384193036306
25845472,1,Помощник программиста по продуктам 1С в торговую компанию,26,33,9,26,18,97,129,296,67,0.15807630030973574,-0.10667440965445295,0.1694432714008728
25240351,1,Программист 1C,26,5,1,26,18,121,80,432,67,0.18760056854891702,-0.10599952472744144,0.15375070921712441
22785323,1,Аналитик 1С,22,5,1,26,18,121,101,228,67,0.22723692040819796,-0.13058896483331398,0.19275961150828255
27677979,1,Программист 1С,26,26,1,26,18,230,112,558,67,0.18684818307070827,-0.11784212495082574,0.17026340642152946
24342412,1,Программист 1C,26,5,1,26,16,121,77,205,101,0.17396167056462752,-0.1058915736201055,0.15765927403439697
25934272,1,Ведущий программист 1С,26,26,1,26,18,95,104,427,67,0.21719209926322194,-0.13698363836624547,0.20021308994443704
23634930,1,Старший программист 1С,26,33,1,26,16,229,208,295,67,0.21057953397293494,-0.10271026102137695,0.13819350821238877
22824605,1,Ведущий программист 1C,26,26,1,26,18,192,81,863,66,0.18227461678248413,-0.07005686968262886,0.09398254818976036
23211993,1,Инженер-про‎граммист 1С,26,33,1,26,18,220,210,166,66,0.16290731213833684,-0.08036515356755797,0.11252789387680703
23269091,1,Программист 1C,22,5,1,26,18,121,79,1099,66,0.17070496141175126,-0.09438470220458052,0.13735218282992084
20558594,1,Инженер-программист,6,20,1,24,18,18,78,1055,66,0.09491735265984208,-0.03933501949998925,0.048823131319850006
20230461,1,Программист 1С,6,33,1,26,18,220,85,1031,66,0.14898856465830704,-0.05447078836664043,0.0750176392881165
22143360,1,Программист,22,33,1,26,18,1,88,1465,66,0.09462212763487375,-0.022078230211555135,0.01892062859656598
22329416,1,Ведущий программист 1С,26,8,1,26,18,220,99,1303,66,0.16009184497135348,-0.08524249148626421,0.1249595031167518
20910923,1,Программист 1С/CRM,6,33,1,26,16,18,282,1086,66,0.11105220196874568,-0.038650142661509804,0.04154428604173858
23363906,1,Программист 1C,6,5,1,26,18,121,86,135,66,0.19620536749207576,-0.0750476529722817,0.09765637866334129
23862655,1,Программист 1С,26,8,1,26,18,187,112,413,65,0.17183922829933324,-0.10326222478874575,0.14397951140850818
28043705,1,Программист 1C,26,5,1,26,18,79,73,277,65,0.17096286520658305,-0.0814311072141647,0.11174041464336155
24016362,1,Старший программист 1С,6,5,9,26,18,121,85,272,65,0.21650659708631698,-0.09094200436136704,0.10388597752300527
25170318,1,Инженер-программист,6,23,9,48,18,1,227,1705,127,0.10098485982066449,-0.030260339134697434,0.034402671373022525
24551394,1,Программист 1С,6,33,1,48,18,220,227,692,127,0.1072843159723437,-0.048859288506146986,0.07357569984453219
27651875,1,Программист 1С (оптово-розничная торговля),26,8,1,26,18,220,84,1345,127,0.13762801827619445,-0.07591887911725566,0.10678079389374355
27413322,1,Программист 1С,26,33,9,26,18,109,208,685,127,0.15608532541732975,-0.08986526457890424,0.12729873505917724
27840351,1,Программист,6,5,9,26,21,99,104,1078,127,0.1975482766767832,-0.1125965817652451,0.16308465132106906
27803691,1,Программист 1С,26,5,1,26,18,121,112,1099,127,0.145890699634695,-0.09204802173525577,0.13467047276487856
25169952,1,Программист 1С,6,33,1,48,18,18,227,692,127,0.10448919835725337,-0.053790872445441396,0.08098862022722549
26001486,1,Программист 1С,26,8,1,26,16,99,208,300,127,0.16956485501900365,-0.11191181681558848,0.16178083313318156
21915406,1,Программист 1С (стажер),26,33,9,26,18,108,104,693,127,0.18306831786818356,-0.09005207722902685,0.12511465209498587
23206104,1,Программист 1С,6,33,9,48,18,110,89,288,127,0.1561829148059803,-0.08171071804196794,0.11118656469202164
23325297,1,Программист 1C,26,5,1,48,16,131,388,623,127,0.17091695166987161,-0.09973866009268227,0.1519520727288338
22976006,1,Программист 1С,26,5,1,26,18,79,81,641,127,0.16077746839310006,-0.10438887362793416,0.15289808538071215
22060719,1,Программист 1С,26,8,1,26,18,220,124,372,128,0.1731489941198484,-0.08051256466024329,0.12375876950835932
25908358,1,Программист 1C,26,8,1,26,18,161,210,224,128,0.20792643334251548,-0.10390695719384299,0.16147889556202727
21607971,1,Программист 1C,26,33,36,26,16,220,99,1716,127,0.10272551250827619,-0.05343927467983342,0.07535333525207204
27671836,1,Технический архитектор 1С,6,33,9,26,18,18,247,725,128,0.14508913221871644,-0.044085533996763446,0.06705390338040744
24979584,1,Программист 1С,6,5,9,26,18,79,77,778,127,0.1973022253210999,-0.1147133221040995,0.1638391972575709
23959244,1,Инженер-программист 1С,22,5,1,26,18,166,209,691,127,0.21647096260441512,-0.14552384419404282,0.2197304524676768
24752273,1,Программист-консультант 1C,26,8,1,26,18,220,208,72,127,0.18518646028045366,-0.08944390018581476,0.13722953162128415
21328409,1,Программист 1C,26,33,9,26,18,109,208,685,127,0.19906120453744552,-0.10809331867338615,0.15034034310677202
25057287,1,Программист 1C,26,5,1,26,18,99,77,205,127,0.18587502411798912,-0.11931670250955854,0.1775094730399487
23475533,1,Программист / Специалист-консультант 1С,22,33,1,26,18,14,227,688,127,0.16259054791606856,-0.08908506724479379,0.12397703112545641
23477857,1,Программист 1C,26,5,1,48,18,99,324,687,127,0.17440492497416685,-0.09366780447934246,0.13160993926592182
24495539,1,Программист 1C,6,5,9,48,18,131,227,623,127,0.09133268261824476,-0.05053949233339915,0.06804011951253817
24112116,1,Программист 1C,26,5,1,26,18,121,104,218,127,0.17193040583373462,-0.10517282465547285,0.1599215972423307
27375155,1,Программист 1С,26,8,9,48,18,99,323,1074,127,0.20900649235911997,-0.11578081618766504,0.1643369391296123
21748600,1,Программист 1С,26,33,1,26,18,220,188,999,127,0.12193156040858488,-0.054161539995934295,0.07339030500304634
20636903,1,Программист 1С,26,26,1,26,18,79,102,166,127,0.1359362450845722,-0.0988591651969715,0.15450655680846384
20621628,1,Инженер-программист 1С,22,5,1,26,18,166,209,691,127,0.21647096260441512,-0.14552384419404282,0.2197304524676768
22341746,1,Программист 1С,6,5,1,48,18,131,323,205,127,0.169930533456945,-0.11233994720408977,0.17157261015673922
28054890,1,Программист-разработчик 1С,26,26,9,26,18,95,145,690,127,0.15645131577053667,-0.08543014445175491,0.13193164534856874
28055647,1,Программист\разработчик 1С,26,26,1,26,18,95,145,690,127,0.15191626094532518,-0.0814672393093254,0.12495241107861704
21740986,1,Программист 1C,22,5,9,26,18,131,209,689,127,0.15274156520231144,-0.09650804957208371,0.13676557846692403
25861579,1,Программист 1C,6,33,1,26,16,220,85,37,128,0.12290094283087853,-0.0457707659264544,0.06481464978938427
22865652,1,Программист 1С,26,8,1,26,18,220,210,372,128,0.22700801774005458,-0.09549585043506802,0.1516684651182035
27553064,1,Программист 1С ( Алушта),6,26,10,26,16,137,282,694,128,0.15071001961606656,-0.07205363270353637,0.12215605180600349
20692955,1,Программист 1С во Владивостоке,26,8,36,26,16,79,102,697,128,0.16211417511627527,-0.08876112038316507,0.1403747069909694
25015953,1,Программист-консультант 1C,26,8,36,26,16,220,97,697,128,0.14247344331596898,-0.069325291165484,0.11179986263948256
24583499,1,Программист 1С,6,33,1,26,16,177,182,724,128,0.12591359835740099,-0.06293940842458282,0.10039790530985404
22517115,1,Программист 1С,26,8,9,26,18,187,81,717,128,0.19175658853155267,-0.10942488214688305,0.17385365729397304
24098436,1,Технический специалист 1С,22,8,1,26,18,220,192,698,128,0.13058524277466996,-0.07118558852845691,0.09675511028082032
25463374,1,Программист 1C,26,33,1,26,18,18,210,1341,128,0.10877971586634938,-0.039762892521650293,0.05710608561489757
20682994,1,Программист 1С,26,8,9,26,18,220,104,437,128,0.15150005236622288,-0.08932734394364228,0.14711297276586255
22437969,1,Программист 1С,26,33,36,26,16,111,98,699,128,0.17548356450693442,-0.0854032625721065,0.12826892197008075
25013971,1,Ведущий инженер-программист,6,5,1,26,18,121,85,183,128,0.17242816624094232,-0.09098562776895126,0.12541055457524455
25155004,1,Программист 1С,6,33,1,26,18,220,210,792,128,0.13927092100406888,-0.060754010861760376,0.0984222286045287
25450037,1,Программист 1С,6,8,1,26,16,114,97,700,128,0.18765920289263943,-0.08517563528501507,0.1313257657963022
27550157,1,Программист 1C,6,33,10,26,21,18,86,1031,128,0.12862948352776415,-0.04701234455961976,0.06084653720130508
27558985,1,Программист 1С,6,33,9,26,18,220,210,375,128,0.16398671400936052,-0.05398470375760925,0.0745326721675041
27576196,1,Программист 1C,26,33,1,26,18,7,210,184,128,0.15467051141735785,-0.06318513436796691,0.08253755996890029
22437951,1,Программист 1С,26,33,36,26,16,111,98,699,128,0.17548356450693442,-0.0854032625721065,0.12826892197008075
24604613,1,Программист 1С,6,8,9,18,21,220,304,725,128,0.15089211716113238,-0.03932522377550681,0.06815440583393909
27512615,1,Программист 1C,6,33,9,26,21,220,85,375,128,0.1454215142387778,-0.04105476275252967,0.057560271480790626
27491423,1,Программист 1С (Бухгалтерия),26,33,36,26,16,220,26,1382,128,0.14548826789945693,-0.06503395941626161,0.09301643490508131
27553067,1,Программист 1С ( Крым ),6,26,10,26,16,137,282,694,128,0.15066626648988116,-0.0720329609846963,0.12212388133538148
22005814,1,Программист 1С,6,33,10,26,18,18,26,231,128,0.16068708818809943,-0.04737666838274863,0.08291230203782957
25684538,1,Программист 1С,6,33,10,18,14,220,273,37,128,0.1096273497626235,-0.038373573378642244,0.06072991256546831
24140179,1,Ведущий программист 1С (бухгалтерия),22,33,36,26,16,220,73,605,128,0.19149489587805638,-0.07369569004577872,0.10640512081577572
22113258,1,Ведущий менеджер проектов 1С/ 1С-архитектор,26,5,9,26,18,121,182,183,128,0.17248850766719295,-0.0955067078088379,0.1417871960952221
24715586,1,Инженер-программист 1С,6,8,9,26,18,177,85,484,128,0.16888269412654247,-0.050560797907503445,0.0642092700398635
23044554,1,Программист 1С,6,26,9,26,18,220,520,713,128,0.18565045664067048,-0.06416346905013562,0.09092376070978822
23054517,1,Программист 1C,22,8,1,26,18,177,90,484,128,0.16610620379099647,-0.07713579326542032,0.11209306770980813
23059553,1,Ведущий программист 1С,6,33,1,26,16,220,247,231,128,0.18095715512330826,-0.06316567254930193,0.085732408769251
23158185,1,"Программист 1С (1С:Бухгалтерия, 1С:ЗУП, 1С: УТ)",26,5,9,26,18,79,97,695,128,0.20459629283976774,-0.11117752432714204,0.16705154978582462
23158183,1,"Программист 1С (1С:Бухгалтерия, 1С:ЗУП, 1С: УТ)",26,5,9,26,18,79,97,695,128,0.20729012915921027,-0.11080493196846529,0.16537167892083357
26251215,1,1С Разработчик,6,33,1,26,18,220,520,696,128,0.17244920323282953,-0.05052183326182837,0.06374621088195392
27153510,1,Разработчик 1С,6,33,1,26,16,260,85,1047,128,0.1602956983333163,-0.06020966496627395,0.10477536568360338
24873121,1,1С Программист,26,33,1,26,18,187,107,231,128,0.15505241048445648,-0.07007995261831519,0.1072505649870348
22925384,1,Программист 1С,26,33,9,26,21,18,85,1100,128,0.15270822975170173,-0.05731752939358094,0.07506405996950345
23132758,1,Программист 1C/ведущий программист 1С,26,33,9,48,18,99,388,688,127,0.17343492898911494,-0.11470660915970879,0.17240356433565626
21021665,1,Программист 1С,26,5,1,26,18,121,104,437,127,0.12172823184790871,-0.08185397911632582,0.12498734652282933
24327259,1,Программист 1С,26,1,9,26,18,213,96,320,65,0.17991335921610793,-0.10771660514031217,0.15087841404623012
24344935,1,Программист 1С,26,26,1,26,18,54,98,328,65,0.22180839272997796,-0.11514337144498003,0.15616721930170796
20541954,1,Разработчик 1С,6,33,9,26,18,79,98,271,65,0.18428405207421425,-0.08081503076620188,0.09795560666501495
21903528,1,Программист 1С8,26,26,1,26,18,137,75,335,65,0.12887983994106575,-0.05270181763918743,0.06884755059985014
22877349,1,Программист 1С,26,5,1,26,18,103,103,333,65,0.21175487218868072,-0.12850145794132997,0.1877177904298555
24531248,1,Программист 1С,26,8,1,26,18,189,81,164,65,0.1918076873171529,-0.11294153860757883,0.16218648543424768
23428886,1,Программист 1С,26,33,1,26,18,79,73,1100,65,0.16848383648868945,-0.08464250873423558,0.11320202565573052
